"Data","Header","LogDistance","LogTime","LogLatitude","LogLongitude","LogOrigin","LogLatitude2","LogLongitude2","LogOrigin2","LogValidity","LogBottomDepth","SampleChannelDepthUpper","SampleChannelDepthLower","SamplePingAxisInterval","SamplePingAxisIntervalType","SamplePingAxisIntervalUnit","SampleSvThreshold","InstrumentID","CalibrationID","DataAcquisitionID","DataProcessingID","SamplePingAxisIntervalOrigin","DataSaCategory","EchoTypeID","DataType","DataUnit","DataValue","CruiseLocalID","Haul","HerringEchoIntegral","StickleEchoIntegral","HerringCrossSection","StickleCrossSection","HerringDensity","StickleDensity"
"Data","Record",1,"2022-10-03T21:16",57.55998,16.89479,"start",NA,NA,NA,"V",NA,10,54,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",374.2,"BIAS_2022_SWE",11,0.645300259583776,0.0134308501654837,0.00630002971153846,0.0008818025,38328.6060848246,5699.48954774341
"Data","Record",2,"2022-10-03T21:23",57.57426,16.91074,"start",NA,NA,NA,"V",NA,10,61,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",244.5,"BIAS_2022_SWE",11,0.645300259583776,0.0134308501654837,0.00630002971153846,0.0008818025,25043.677679689,3724.01174351487
"Data","Record",3,"2022-10-03T21:30",57.58852,16.92678,"start",NA,NA,NA,"V",NA,10,59,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",278.2,"BIAS_2022_SWE",11,0.645300259583776,0.0134308501654837,0.00630002971153846,0.0008818025,28495.5056461737,4237.30088771303
"Data","Record",4,"2022-10-03T21:36",57.60271,16.943,"start",NA,NA,NA,"V",NA,10,58,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",130.1,"BIAS_2022_SWE",42,0.630069480608059,0.0163467522139928,0.0072421009375,0.001095103375,11318.8203443358,1942.01982350795
"Data","Record",5,"2022-10-03T21:43",57.61684,16.95943,"start",NA,NA,NA,"V",NA,10,59,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",234.5,"BIAS_2022_SWE",42,0.630069480608059,0.0163467522139928,0.0072421009375,0.001095103375,20401.716915809,3500.41236443209
"Data","Record",6,"2022-10-03T21:50",57.63093,16.97596,"start",NA,NA,NA,"V",NA,10,57,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",356.2,"BIAS_2022_SWE",2,0.236196527226371,0.0360254914138849,0.004891620625,0.0008818025,17199.4538104707,14552.328941714
"Data","Record",8,"2022-10-03T22:03",57.6501,17.01977,"start",NA,NA,NA,"V",NA,10,64,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",248.2,"BIAS_2022_SWE",2,0.236196527226371,0.0360254914138849,0.004891620625,0.0008818025,11984.5716893847,10140.0562698861
"Data","Record",9,"2022-10-03T22:10",57.64953,17.05081,"start",NA,NA,NA,"V",NA,10,71,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",372.5,"BIAS_2022_SWE",2,0.236196527226371,0.0360254914138849,0.004891620625,0.0008818025,17986.5147231901,15218.2552801473
"Data","Record",10,"2022-10-03T22:16",57.64951,17.08179,"start",NA,NA,NA,"V",NA,10,79,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",407.7,"BIAS_2022_SWE",1,0.674641372651748,0.0204503104922765,0.00447306234375,0.000744765625,61490.6000615962,11194.9199960741
"Data","Record",11,"2022-10-03T22:23",57.65003,17.11285,"start",NA,NA,NA,"V",NA,10,78,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",223.2,"BIAS_2022_SWE",1,0.674641372651748,0.0204503104922765,0.00447306234375,0.000744765625,33663.7280690416,6128.78622301629
"Data","Record",17,"2022-10-04T01:01",57.67876,17.20507,"start",NA,NA,NA,"V",NA,10,107,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",457,"BIAS_2022_SWE",1,0.674641372651748,0.0204503104922765,0.00447306234375,0.000744765625,68926.1815750539,12548.6348741866
"Data","Record",18,"2022-10-04T01:08",57.67253,17.23384,"start",NA,NA,NA,"V",NA,10,117,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",476.2,"BIAS_2022_SWE",41,0.949525216460345,0.0149340369760189,0.00694717375,0.0009384046875,65086.0226546682,7578.38116402225
"Data","Record",19,"2022-10-04T01:15",57.6671,17.26324,"start",NA,NA,NA,"V",NA,10,129,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",480.4,"BIAS_2022_SWE",41,0.949525216460345,0.0149340369760189,0.00694717375,0.0009384046875,65660.0698935376,7645.22114908923
"Data","Record",20,"2022-10-04T01:22",57.66176,17.29265,"start",NA,NA,NA,"V",NA,10,137,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",514.2,"BIAS_2022_SWE",41,0.949525216460345,0.0149340369760189,0.00694717375,0.0009384046875,70279.7833872961,8183.12388605679
"Data","Record",21,"2022-10-04T01:29",57.65667,17.32216,"start",NA,NA,NA,"V",NA,10,156,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",548.5,"BIAS_2022_SWE",41,0.949525216460345,0.0149340369760189,0.00694717375,0.0009384046875,74967.8358380628,8728.98376410375
"Data","Record",22,"2022-10-04T01:36",57.65155,17.35167,"start",NA,NA,NA,"V",NA,10,156,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",587.8,"BIAS_2022_SWE",12,0.0237952257668129,0.0485361860788474,0.00423026875,0.000760653958333333,3306.37000444302,37506.6347379005
"Data","Record",23,"2022-10-04T01:43",57.63619,17.35774,"start",NA,NA,NA,"V",NA,10,148,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",377.8,"BIAS_2022_SWE",12,0.0237952257668129,0.0485361860788474,0.00423026875,0.000760653958333333,2125.12178917756,24106.850295983
"Data","Record",24,"2022-10-04T01:49",57.61954,17.3579,"start",NA,NA,NA,"V",NA,10,142,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",512,"BIAS_2022_SWE",41,0.949525216460345,0.0149340369760189,0.00694717375,0.0009384046875,69979.0919764598,8148.11246530742
"Data","Record",25,"2022-10-04T01:56",57.60293,17.35932,"start",NA,NA,NA,"V",NA,10,140,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",329.6,"BIAS_2022_SWE",41,0.949525216460345,0.0149340369760189,0.00694717375,0.0009384046875,45049.040459846,5245.34739954165
"Data","Record",26,"2022-10-04T02:02",57.58627,17.36067,"start",NA,NA,NA,"V",NA,10,129,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",258.2,"BIAS_2022_SWE",41,0.949525216460345,0.0149340369760189,0.00694717375,0.0009384046875,35290.2373990662,4109.06765340308
"Data","Record",27,"2022-10-04T02:09",57.56969,17.36198,"start",NA,NA,NA,"V",NA,10,105,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",153.8,"BIAS_2022_SWE",41,0.949525216460345,0.0149340369760189,0.00694717375,0.0009384046875,21021.0631757412,2447.61659602399
"Data","Record",28,"2022-10-04T02:15",57.55305,17.36279,"start",NA,NA,NA,"V",NA,10,103,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",152.2,"BIAS_2022_SWE",41,0.949525216460345,0.0149340369760189,0.00694717375,0.0009384046875,20802.3785133148,2422.1537445699
"Data","Record",29,"2022-10-04T02:22",57.5364,17.36317,"start",NA,NA,NA,"V",NA,10,101,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",279.8,"BIAS_2022_SWE",41,0.949525216460345,0.0149340369760189,0.00694717375,0.0009384046875,38242.4803418231,4452.81614803323
"Data","Record",30,"2022-10-04T02:28",57.51978,17.36332,"start",NA,NA,NA,"V",NA,10,99,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",305.6,"BIAS_2022_SWE",1,0.674641372651748,0.0204503104922765,0.00447306234375,0.000744765625,46091.5559941717,8391.38472111908
"Data","Record",31,"2022-10-04T02:34",57.50312,17.36316,"start",NA,NA,NA,"V",NA,10,96,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",407.9,"BIAS_2022_SWE",1,0.674641372651748,0.0204503104922765,0.00447306234375,0.000744765625,61520.7646924825,11200.4117400015
"Data","Record",32,"2022-10-04T02:40",57.48648,17.36279,"start",NA,NA,NA,"V",NA,10,80,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",268.6,"BIAS_2022_SWE",1,0.674641372651748,0.0204503104922765,0.00447306234375,0.000744765625,40511.0992802177,7375.4120945438
"Data","Record",33,"2022-10-04T02:47",57.46983,17.36218,"start",NA,NA,NA,"V",NA,10,62,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",307.1,"BIAS_2022_SWE",1,0.674641372651748,0.0204503104922765,0.00447306234375,0.000744765625,46317.7907258185,8432.57280057483
"Data","Record",34,"2022-10-04T02:53",57.45321,17.3616,"start",NA,NA,NA,"V",NA,10,60,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",398.7,"BIAS_2022_SWE",1,0.674641372651748,0.0204503104922765,0.00447306234375,0.000744765625,60133.1916717155,10947.7915193396
"Data","Record",35,"2022-10-04T02:59",57.43655,17.36082,"start",NA,NA,NA,"V",NA,10,60,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",387.6,"BIAS_2022_SWE",1,0.674641372651748,0.0204503104922765,0.00447306234375,0.000744765625,58459.0546575293,10642.999731367
"Data","Record",36,"2022-10-04T03:05",57.41991,17.35984,"start",NA,NA,NA,"V",NA,10,58,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",411.5,"BIAS_2022_SWE",1,0.674641372651748,0.0204503104922765,0.00447306234375,0.000744765625,62063.7280484348,11299.2631306954
"Data","Record",37,"2022-10-04T03:12",57.4033,17.35907,"start",NA,NA,NA,"V",NA,10,52,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",458.3,"BIAS_2022_SWE",1,0.674641372651748,0.0204503104922765,0.00447306234375,0.000744765625,69122.2516758145,12584.3312097149
"Data","Record",38,"2022-10-04T03:18",57.38668,17.35833,"start",NA,NA,NA,"V",NA,10,54,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",422.7,"BIAS_2022_SWE",1,0.674641372651748,0.0204503104922765,0.00447306234375,0.000744765625,63752.9473780641,11606.8007906317
"Data","Record",39,"2022-10-04T03:24",57.37004,17.35785,"start",NA,NA,NA,"V",NA,10,57,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",599.7,"BIAS_2022_SWE",1,0.674641372651748,0.0204503104922765,0.00447306234375,0.000744765625,90448.6457123848,16466.9941664107
"Data","Record",40,"2022-10-04T03:30",57.35339,17.35818,"start",NA,NA,NA,"V",NA,10,57,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",461.6,"BIAS_2022_SWE",2,0.236196527226371,0.0360254914138849,0.004891620625,0.0008818025,22288.7924730861,18858.3802344054
"Data","Record",41,"2022-10-04T03:37",57.33676,17.35803,"start",NA,NA,NA,"V",NA,10,56,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",512.9,"BIAS_2022_SWE",2,0.236196527226371,0.0360254914138849,0.004891620625,0.0008818025,24765.8614806019,20954.2097535237
"Data","Record",42,"2022-10-04T03:43",57.32009,17.358,"start",NA,NA,NA,"V",NA,10,59,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",313.6,"BIAS_2022_SWE",2,0.236196527226371,0.0360254914138849,0.004891620625,0.0008818025,15142.4725293757,12811.9324989375
"Data","Record",43,"2022-10-04T03:49",57.30345,17.35785,"start",NA,NA,NA,"V",NA,10,60,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",323.1,"BIAS_2022_SWE",2,0.236196527226371,0.0360254914138849,0.004891620625,0.0008818025,15601.189012249,13200.049076552
"Data","Record",44,"2022-10-04T03:55",57.28684,17.35744,"start",NA,NA,NA,"V",NA,10,64,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",356.2,"BIAS_2022_SWE",2,0.236196527226371,0.0360254914138849,0.004891620625,0.0008818025,17199.4538104707,14552.328941714
"Data","Record",53,"2022-10-04T06:34",57.23825,17.34703,"start",NA,NA,NA,"V",NA,10,66,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",564.2,"BIAS_2022_SWE",2,0.236196527226371,0.0360254914138849,0.004891620625,0.0008818025,27242.9304881178,23050.0392726419
"Data","Record",54,"2022-10-04T06:41",57.22168,17.34963,"start",NA,NA,NA,"V",NA,10,68,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",110.8,"BIAS_2022_SWE",42,0.630069480608059,0.0163467522139928,0.0072421009375,0.001095103375,9639.70249156348,1653.92618327964
"Data","Record",55,"2022-10-04T06:47",57.20523,17.35375,"start",NA,NA,NA,"V",NA,10,69,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",137,"BIAS_2022_SWE",42,0.630069480608059,0.0163467522139928,0.0072421009375,0.001095103375,11919.1267269332,2045.01703167248
"Data","Record",56,"2022-10-04T06:54",57.1886,17.35543,"start",NA,NA,NA,"V",NA,10,74,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",137.9,"BIAS_2022_SWE",42,0.630069480608059,0.0163467522139928,0.0072421009375,0.001095103375,11997.4275594459,2058.45145012872
"Data","Record",57,"2022-10-04T07:00",57.17197,17.35679,"start",NA,NA,NA,"V",NA,10,75,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",257.6,"BIAS_2022_SWE",11,0.645300259583776,0.0134308501654837,0.00630002971153846,0.0008818025,26385.4861770465,3923.53957108151
"Data","Record",58,"2022-10-04T07:07",57.15533,17.35782,"start",NA,NA,NA,"V",NA,10,76,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",142.9,"BIAS_2022_SWE",11,0.645300259583776,0.0134308501654837,0.00630002971153846,0.0008818025,14636.9797154501,2176.52874498272
"Data","Record",59,"2022-10-04T07:13",57.13871,17.35847,"start",NA,NA,NA,"V",NA,10,78,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",522.1,"BIAS_2022_SWE",11,0.645300259583776,0.0134308501654837,0.00630002971153846,0.0008818025,53477.7264481211,7952.17395210271
"Data","Record",60,"2022-10-04T07:20",57.12206,17.35847,"start",NA,NA,NA,"V",NA,10,80,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",122.1,"BIAS_2022_SWE",11,0.645300259583776,0.0134308501654837,0.00630002971153846,0.0008818025,12506.4746204091,1859.72120197614
"Data","Record",61,"2022-10-04T07:26",57.10542,17.35846,"start",NA,NA,NA,"V",NA,10,79,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",144.1,"BIAS_2022_SWE",11,0.645300259583776,0.0134308501654837,0.00630002971153846,0.0008818025,14759.8934709333,2194.8061032331
"Data","Record",62,"2022-10-04T07:33",57.0888,17.35835,"start",NA,NA,NA,"V",NA,10,77,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",21.4,"BIAS_2022_SWE",11,0.645300259583776,0.0134308501654837,0.00630002971153846,0.0008818025,2191.96197278259,325.946222131771
"Data","Record",63,"2022-10-04T07:39",57.07217,17.35848,"start",NA,NA,NA,"V",NA,10,70,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",74.7,"BIAS_2022_SWE",11,0.645300259583776,0.0134308501654837,0.00630002971153846,0.0008818025,7651.38127882522,1137.76555108614
"Data","Record",64,"2022-10-04T07:46",57.05551,17.35886,"start",NA,NA,NA,"V",NA,10,72,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",493.6,"BIAS_2022_SWE",11,0.645300259583776,0.0134308501654837,0.00630002971153846,0.0008818025,50558.5247553966,7518.08669365619
"Data","Record",65,"2022-10-04T07:52",57.03889,17.35928,"start",NA,NA,NA,"V",NA,10,68,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",732.1,"BIAS_2022_SWE",11,0.645300259583776,0.0134308501654837,0.00630002971153846,0.0008818025,74987.6336576699,11150.7116459192
"Data","Record",66,"2022-10-04T07:59",57.02223,17.35966,"start",NA,NA,NA,"V",NA,10,68,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",222.3,"BIAS_2022_SWE",11,0.645300259583776,0.0134308501654837,0.00630002971153846,0.0008818025,22769.773203251,3385.88061588284
"Data","Record",67,"2022-10-04T08:05",57.00558,17.35998,"start",NA,NA,NA,"V",NA,10,74,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",78.8,"BIAS_2022_SWE",11,0.645300259583776,0.0134308501654837,0.00630002971153846,0.0008818025,8071.33661005927,1200.21319177493
"Data","Record",68,"2022-10-04T08:12",56.98893,17.36025,"start",NA,NA,NA,"V",NA,10,80,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",252.8,"BIAS_2022_SWE",8,0.0405755186847498,0.0250317613818635,0.00784486458333333,0.000805339895833333,1307.54215251811,7857.58821843429
"Data","Record",69,"2022-10-04T08:18",56.97231,17.36031,"start",NA,NA,NA,"V",NA,10,83,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",482.2,"BIAS_2022_SWE",8,0.0405755186847498,0.0250317613818635,0.00784486458333333,0.000805339895833333,2494.05390009585,14987.8522109534
"Data","Record",70,"2022-10-04T08:25",56.95565,17.36057,"start",NA,NA,NA,"V",NA,10,89,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",744.2,"BIAS_2022_SWE",8,0.0405755186847498,0.0250317613818635,0.00784486458333333,0.000805339895833333,3849.18065626573,23131.3969626535
"Data","Record",71,"2022-10-04T08:31",56.93902,17.36101,"start",NA,NA,NA,"V",NA,10,91,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",562.7,"BIAS_2022_SWE",8,0.0405755186847498,0.0250317613818635,0.00784486458333333,0.000805339895833333,2910.41918204881,17489.9718770292
"Data","Record",72,"2022-10-04T08:38",56.92239,17.3615,"start",NA,NA,NA,"V",NA,10,94,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",278.4,"BIAS_2022_SWE",8,0.0405755186847498,0.0250317613818635,0.00784486458333333,0.000805339895833333,1439.95148441868,8653.29335447827
"Data","Record",73,"2022-10-04T08:44",56.90572,17.36185,"start",NA,NA,NA,"V",NA,10,96,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",373.8,"BIAS_2022_SWE",8,0.0405755186847498,0.0250317613818635,0.00784486458333333,0.000805339895833333,1933.38313532939,11618.5382755172
"Data","Record",82,"2022-10-04T11:37",56.80623,17.26523,"start",NA,NA,NA,"V",NA,10,92,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",269.5,"BIAS_2022_SWE",3,0,0.051548874883931,0,0.0009622371875,0,14437.6271897301
"Data","Record",83,"2022-10-04T11:43",56.81384,17.23821,"start",NA,NA,NA,"V",NA,10,83,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",73.3,"BIAS_2022_SWE",10,0.893615090491618,0.015245461576705,0.00691629982954545,0.0008192421875,9470.6689627914,1364.05613702904
"Data","Record",84,"2022-10-04T11:49",56.82146,17.21126,"start",NA,NA,NA,"V",NA,10,79,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",630.6,"BIAS_2022_SWE",10,0.893615090491618,0.015245461576705,0.00691629982954545,0.0008192421875,81476.1780073159,11734.9768077833
"Data","Record",85,"2022-10-04T11:56",56.82915,17.18431,"start",NA,NA,NA,"V",NA,10,79,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",336.1,"BIAS_2022_SWE",10,0.893615090491618,0.015245461576705,0.00691629982954545,0.0008192421875,43425.5366765919,6254.56026815091
"Data","Record",86,"2022-10-04T12:02",56.83681,17.15738,"start",NA,NA,NA,"V",NA,10,77,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",167.7,"BIAS_2022_SWE",10,0.893615090491618,0.015245461576705,0.00691629982954545,0.0008192421875,21667.5468630303,3120.76690559032
"Data","Record",87,"2022-10-04T12:09",56.8443,17.13025,"start",NA,NA,NA,"V",NA,10,75,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",364,"BIAS_2022_SWE",10,0.893615090491618,0.015245461576705,0.00691629982954545,0.0008192421875,47030.3342763447,6773.75762453714
"Data","Record",88,"2022-10-04T12:15",56.85175,17.10311,"start",NA,NA,NA,"V",NA,10,70,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",30.9,"BIAS_2022_SWE",10,0.893615090491618,0.015245461576705,0.00691629982954545,0.0008192421875,3992.41024488751,575.025029115927
"Data","Record",89,"2022-10-04T12:21",56.85931,17.07607,"start",NA,NA,NA,"V",NA,10,61,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",191.3,"BIAS_2022_SWE",7,0,0,0,0,0,0
"Data","Record",90,"2022-10-04T12:28",56.86714,17.04934,"start",NA,NA,NA,"V",NA,10,50,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",1027.1,"BIAS_2022_SWE",7,0,0,0,0,0,0
"Data","Record",91,"2022-10-04T12:34",56.87336,17.02138,"start",NA,NA,NA,"V",NA,10,41,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",816.9,"BIAS_2022_SWE",7,0,0,0,0,0,0
"Data","Record",92,"2022-10-04T12:41",56.86689,16.99615,"start",NA,NA,NA,"V",NA,10,37,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",1198.8,"BIAS_2022_SWE",7,0,0,0,0,0,0
"Data","Record",93,"2022-10-04T12:47",56.85091,16.98775,"start",NA,NA,NA,"V",NA,10,38,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",786.5,"BIAS_2022_SWE",9,0.0144388264863432,0.0499014393254779,0.00368212125,0.000948334895833333,3084.12902793707,41385.6773613717
"Data","Record",94,"2022-10-04T12:54",56.83491,16.97933,"start",NA,NA,NA,"V",NA,10,39,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",2428.5,"BIAS_2022_SWE",9,0.0144388264863432,0.0499014393254779,0.00368212125,0.000948334895833333,9522.95911550561,127787.81623915
"Data","Record",95,"2022-10-04T13:00",56.81893,16.97096,"start",NA,NA,NA,"V",NA,10,37,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",524.6,"BIAS_2022_SWE",9,0.0144388264863432,0.0499014393254779,0.00368212125,0.000948334895833333,2057.13170763609,27604.4835903059
"Data","Record",96,"2022-10-04T13:07",56.80292,16.96257,"start",NA,NA,NA,"V",NA,10,36,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",3705.6,"BIAS_2022_SWE",9,0.0144388264863432,0.0499014393254779,0.00368212125,0.000948334895833333,14530.8945021279,194988.895143419
"Data","Record",97,"2022-10-04T13:13",56.78698,16.95393,"start",NA,NA,NA,"V",NA,10,40,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",912.5,"BIAS_2022_SWE",9,0.0144388264863432,0.0499014393254779,0.00368212125,0.000948334895833333,3578.21708581382,48015.804948826
"Data","Record",98,"2022-10-04T13:19",56.77102,16.94527,"start",NA,NA,NA,"V",NA,10,45,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",627.8,"BIAS_2022_SWE",43,0,0.0280372720582809,0,0.0008818025,0,19961.1584206086
"Data","Record",99,"2022-10-04T13:26",56.75503,16.93685,"start",NA,NA,NA,"V",NA,10,48,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",578.4,"BIAS_2022_SWE",43,0,0.0280372720582809,0,0.0008818025,0,18390.4651648296
"Data","Record",100,"2022-10-04T13:32",56.73908,16.92859,"start",NA,NA,NA,"V",NA,10,48,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",705.1,"BIAS_2022_SWE",43,0,0.0280372720582809,0,0.0008818025,0,22418.9436163924
"Data","Record",101,"2022-10-04T13:39",56.72301,16.92034,"start",NA,NA,NA,"V",NA,10,50,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",1341.4,"BIAS_2022_SWE",43,0,0.0280372720582809,0,0.0008818025,0,42650.3630223072
"Data","Record",102,"2022-10-04T13:45",56.70699,16.91217,"start",NA,NA,NA,"V",NA,10,51,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",327.3,"BIAS_2022_SWE",43,0,0.0280372720582809,0,0.0008818025,0,10406.6377047869
"Data","Record",103,"2022-10-04T13:52",56.69097,16.90395,"start",NA,NA,NA,"V",NA,10,52,1,"distance","nmi",-60,"I1","C1","DA1","DP1",NA,"MIX",NA,"C","m2nmi-2",122.8,"BIAS_2022_SWE",43,0,0.0280372720582809,0,0.0008818025,0,3904.47635242233
