Instrument,Header,InstrumentFrequency,InstrumentTransducerLocation,InstrumentTransducerManufacturer,InstrumentTransducerModel,InstrumentTransducerSerial,InstrumentTransducerBeamType,InstrumentTransducerDepth,InstrumentTransducerOrientation,InstrumentTransducerPSI,InstrumentTransducerBeamAngleMajor,InstrumentTransducerBeamAngleMinor,InstrumentTransceiverManufacturer,InstrumentTransceiverModel,InstrumentTransceiverSerial,InstrumentTransceiverFirmware,InstrumentComments,InstrumentID
Instrument,Record,38,AB,Simrad,ES38-7,,S2,,elevation 0° azimuth 0° rotation 0°,,,,Simrad,WBT,,,,I1
Calibration,Header,CalibrationDate,CalibrationAcquisitionMethod,CalibrationProcessingMethod,CalibrationAccuracyEstimate,CalibrationReport,CalibrationComments,CalibrationID
Calibration,Record,2020-10-03,SS,EK80,0.06,,,C1
DataAcquisition,Header,DataAcquisitionSoftwareName,DataAcquisitionSoftwareVersion,DataAcquisitionStoredDataFormat,DataAcquisitionPingDutyCycle,DataAcquisitionComments,DataAcquisitionID
DataAcquisition,Record,EK80,,RAW,continuous pinging at 1 per second,,DA1
DataProcessing,Header,DataProcessingSoftwareName,DataProcessingSoftwareVersion,DataProcessingTriwaveCorrection,DataProcessingChannelID,DataProcessingBandwidth,DataProcessingFrequency,DataProcessingTransceiverPower,DataProcessingTransmitPulseLength,DataProcessingOnAxisGain,DataProcessingOnAxisGainUnit,DataProcessingSaCorrection,DataProcessingAbsorption,DataProcessingAbsorptionDescription,DataProcessingSoundSpeed,DataProcessingSoundSpeedDescription,DataProcessingTransducerPSI,DataProcessingComments,DataProcessingID
DataProcessing,Record,LSSS,2.12.0,NA,2,,38,2000,1.024,22,dB,,,estimated by EK80,,,3,,DP1
EchoType,Header,EchoTypeStratum,EchoTypeComments,EchoTypeSpeciesCode,EchoTypeSpeciesCategory,EchoTypeID
Cruise,Header,CruiseSurvey,CruiseCountry,CruisePlatform,CruiseStartDate,CruiseEndDate,CruiseOrganisation,CruiseLocalID
Cruise,Record,BIAS,SE,77SE,2022-10-02,2022-10-17,189,BIAS_2022_SWE
Data,Header,LogDistance,LogTime,LogLatitude,LogLongitude,LogOrigin,LogLatitude2,LogLongitude2,LogOrigin2,LogValidity,LogBottomDepth,SampleChannelDepthUpper,SampleChannelDepthLower,SamplePingAxisInterval,SamplePingAxisIntervalType,SamplePingAxisIntervalUnit,SampleSvThreshold,InstrumentID,CalibrationID,DataAcquisitionID,DataProcessingID,SamplePingAxisIntervalOrigin,DataSaCategory,EchoTypeID,DataType,DataUnit,DataValue,CruiseLocalID
Data,Record,1,2022-10-03T21:16,57.55998,16.89479,start,,,,V,,10,54,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,374.2,BIAS_2022_SWE
Data,Record,2,2022-10-03T21:23,57.57426,16.91074,start,,,,V,,10,61,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,244.5,BIAS_2022_SWE
Data,Record,3,2022-10-03T21:30,57.58852,16.92678,start,,,,V,,10,59,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,278.2,BIAS_2022_SWE
Data,Record,4,2022-10-03T21:36,57.60271,16.943,start,,,,V,,10,58,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,130.1,BIAS_2022_SWE
Data,Record,5,2022-10-03T21:43,57.61684,16.95943,start,,,,V,,10,59,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,234.5,BIAS_2022_SWE
Data,Record,6,2022-10-03T21:50,57.63093,16.97596,start,,,,V,,10,57,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,356.2,BIAS_2022_SWE
Data,Record,8,2022-10-03T22:03,57.6501,17.01977,start,,,,V,,10,64,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,248.2,BIAS_2022_SWE
Data,Record,9,2022-10-03T22:10,57.64953,17.05081,start,,,,V,,10,71,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,372.5,BIAS_2022_SWE
Data,Record,10,2022-10-03T22:16,57.64951,17.08179,start,,,,V,,10,79,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,407.7,BIAS_2022_SWE
Data,Record,11,2022-10-03T22:23,57.65003,17.11285,start,,,,V,,10,78,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,223.2,BIAS_2022_SWE
Data,Record,17,2022-10-04T01:01,57.67876,17.20507,start,,,,V,,10,107,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,457,BIAS_2022_SWE
Data,Record,18,2022-10-04T01:08,57.67253,17.23384,start,,,,V,,10,117,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,476.2,BIAS_2022_SWE
Data,Record,19,2022-10-04T01:15,57.6671,17.26324,start,,,,V,,10,129,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,480.4,BIAS_2022_SWE
Data,Record,20,2022-10-04T01:22,57.66176,17.29265,start,,,,V,,10,137,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,514.2,BIAS_2022_SWE
Data,Record,21,2022-10-04T01:29,57.65667,17.32216,start,,,,V,,10,156,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,548.5,BIAS_2022_SWE
Data,Record,22,2022-10-04T01:36,57.65155,17.35167,start,,,,V,,10,156,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,587.8,BIAS_2022_SWE
Data,Record,23,2022-10-04T01:43,57.63619,17.35774,start,,,,V,,10,148,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,377.8,BIAS_2022_SWE
Data,Record,24,2022-10-04T01:49,57.61954,17.3579,start,,,,V,,10,142,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,512,BIAS_2022_SWE
Data,Record,25,2022-10-04T01:56,57.60293,17.35932,start,,,,V,,10,140,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,329.6,BIAS_2022_SWE
Data,Record,26,2022-10-04T02:02,57.58627,17.36067,start,,,,V,,10,129,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,258.2,BIAS_2022_SWE
Data,Record,27,2022-10-04T02:09,57.56969,17.36198,start,,,,V,,10,105,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,153.8,BIAS_2022_SWE
Data,Record,28,2022-10-04T02:15,57.55305,17.36279,start,,,,V,,10,103,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,152.2,BIAS_2022_SWE
Data,Record,29,2022-10-04T02:22,57.5364,17.36317,start,,,,V,,10,101,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,279.8,BIAS_2022_SWE
Data,Record,30,2022-10-04T02:28,57.51978,17.36332,start,,,,V,,10,99,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,305.6,BIAS_2022_SWE
Data,Record,31,2022-10-04T02:34,57.50312,17.36316,start,,,,V,,10,96,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,407.9,BIAS_2022_SWE
Data,Record,32,2022-10-04T02:40,57.48648,17.36279,start,,,,V,,10,80,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,268.6,BIAS_2022_SWE
Data,Record,33,2022-10-04T02:47,57.46983,17.36218,start,,,,V,,10,62,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,307.1,BIAS_2022_SWE
Data,Record,34,2022-10-04T02:53,57.45321,17.3616,start,,,,V,,10,60,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,398.7,BIAS_2022_SWE
Data,Record,35,2022-10-04T02:59,57.43655,17.36082,start,,,,V,,10,60,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,387.6,BIAS_2022_SWE
Data,Record,36,2022-10-04T03:05,57.41991,17.35984,start,,,,V,,10,58,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,411.5,BIAS_2022_SWE
Data,Record,37,2022-10-04T03:12,57.4033,17.35907,start,,,,V,,10,52,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,458.3,BIAS_2022_SWE
Data,Record,38,2022-10-04T03:18,57.38668,17.35833,start,,,,V,,10,54,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,422.7,BIAS_2022_SWE
Data,Record,39,2022-10-04T03:24,57.37004,17.35785,start,,,,V,,10,57,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,599.7,BIAS_2022_SWE
Data,Record,40,2022-10-04T03:30,57.35339,17.35818,start,,,,V,,10,57,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,461.6,BIAS_2022_SWE
Data,Record,41,2022-10-04T03:37,57.33676,17.35803,start,,,,V,,10,56,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,512.9,BIAS_2022_SWE
Data,Record,42,2022-10-04T03:43,57.32009,17.358,start,,,,V,,10,59,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,313.6,BIAS_2022_SWE
Data,Record,43,2022-10-04T03:49,57.30345,17.35785,start,,,,V,,10,60,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,323.1,BIAS_2022_SWE
Data,Record,44,2022-10-04T03:55,57.28684,17.35744,start,,,,V,,10,64,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,356.2,BIAS_2022_SWE
Data,Record,53,2022-10-04T06:34,57.23825,17.34703,start,,,,V,,10,66,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,564.2,BIAS_2022_SWE
Data,Record,54,2022-10-04T06:41,57.22168,17.34963,start,,,,V,,10,68,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,110.8,BIAS_2022_SWE
Data,Record,55,2022-10-04T06:47,57.20523,17.35375,start,,,,V,,10,69,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,137,BIAS_2022_SWE
Data,Record,56,2022-10-04T06:54,57.1886,17.35543,start,,,,V,,10,74,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,137.9,BIAS_2022_SWE
Data,Record,57,2022-10-04T07:00,57.17197,17.35679,start,,,,V,,10,75,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,257.6,BIAS_2022_SWE
Data,Record,58,2022-10-04T07:07,57.15533,17.35782,start,,,,V,,10,76,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,142.9,BIAS_2022_SWE
Data,Record,59,2022-10-04T07:13,57.13871,17.35847,start,,,,V,,10,78,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,522.1,BIAS_2022_SWE
Data,Record,60,2022-10-04T07:20,57.12206,17.35847,start,,,,V,,10,80,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,122.1,BIAS_2022_SWE
Data,Record,61,2022-10-04T07:26,57.10542,17.35846,start,,,,V,,10,79,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,144.1,BIAS_2022_SWE
Data,Record,62,2022-10-04T07:33,57.0888,17.35835,start,,,,V,,10,77,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,21.4,BIAS_2022_SWE
Data,Record,63,2022-10-04T07:39,57.07217,17.35848,start,,,,V,,10,70,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,74.7,BIAS_2022_SWE
Data,Record,64,2022-10-04T07:46,57.05551,17.35886,start,,,,V,,10,72,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,493.6,BIAS_2022_SWE
Data,Record,65,2022-10-04T07:52,57.03889,17.35928,start,,,,V,,10,68,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,732.1,BIAS_2022_SWE
Data,Record,66,2022-10-04T07:59,57.02223,17.35966,start,,,,V,,10,68,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,222.3,BIAS_2022_SWE
Data,Record,67,2022-10-04T08:05,57.00558,17.35998,start,,,,V,,10,74,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,78.8,BIAS_2022_SWE
Data,Record,68,2022-10-04T08:12,56.98893,17.36025,start,,,,V,,10,80,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,252.8,BIAS_2022_SWE
Data,Record,69,2022-10-04T08:18,56.97231,17.36031,start,,,,V,,10,83,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,482.2,BIAS_2022_SWE
Data,Record,70,2022-10-04T08:25,56.95565,17.36057,start,,,,V,,10,89,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,744.2,BIAS_2022_SWE
Data,Record,71,2022-10-04T08:31,56.93902,17.36101,start,,,,V,,10,91,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,562.7,BIAS_2022_SWE
Data,Record,72,2022-10-04T08:38,56.92239,17.3615,start,,,,V,,10,94,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,278.4,BIAS_2022_SWE
Data,Record,73,2022-10-04T08:44,56.90572,17.36185,start,,,,V,,10,96,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,373.8,BIAS_2022_SWE
Data,Record,82,2022-10-04T11:37,56.80623,17.26523,start,,,,V,,10,92,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,269.5,BIAS_2022_SWE
Data,Record,83,2022-10-04T11:43,56.81384,17.23821,start,,,,V,,10,83,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,73.3,BIAS_2022_SWE
Data,Record,84,2022-10-04T11:49,56.82146,17.21126,start,,,,V,,10,79,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,630.6,BIAS_2022_SWE
Data,Record,85,2022-10-04T11:56,56.82915,17.18431,start,,,,V,,10,79,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,336.1,BIAS_2022_SWE
Data,Record,86,2022-10-04T12:02,56.83681,17.15738,start,,,,V,,10,77,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,167.7,BIAS_2022_SWE
Data,Record,87,2022-10-04T12:09,56.8443,17.13025,start,,,,V,,10,75,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,364,BIAS_2022_SWE
Data,Record,88,2022-10-04T12:15,56.85175,17.10311,start,,,,V,,10,70,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,30.9,BIAS_2022_SWE
Data,Record,89,2022-10-04T12:21,56.85931,17.07607,start,,,,V,,10,61,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,191.3,BIAS_2022_SWE
Data,Record,90,2022-10-04T12:28,56.86714,17.04934,start,,,,V,,10,50,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,1027.1,BIAS_2022_SWE
Data,Record,91,2022-10-04T12:34,56.87336,17.02138,start,,,,V,,10,41,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,816.9,BIAS_2022_SWE
Data,Record,92,2022-10-04T12:41,56.86689,16.99615,start,,,,V,,10,37,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,1198.8,BIAS_2022_SWE
Data,Record,93,2022-10-04T12:47,56.85091,16.98775,start,,,,V,,10,38,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,786.5,BIAS_2022_SWE
Data,Record,94,2022-10-04T12:54,56.83491,16.97933,start,,,,V,,10,39,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,2428.5,BIAS_2022_SWE
Data,Record,95,2022-10-04T13:00,56.81893,16.97096,start,,,,V,,10,37,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,524.6,BIAS_2022_SWE
Data,Record,96,2022-10-04T13:07,56.80292,16.96257,start,,,,V,,10,36,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,3705.6,BIAS_2022_SWE
Data,Record,97,2022-10-04T13:13,56.78698,16.95393,start,,,,V,,10,40,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,912.5,BIAS_2022_SWE
Data,Record,98,2022-10-04T13:19,56.77102,16.94527,start,,,,V,,10,45,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,627.8,BIAS_2022_SWE
Data,Record,99,2022-10-04T13:26,56.75503,16.93685,start,,,,V,,10,48,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,578.4,BIAS_2022_SWE
Data,Record,100,2022-10-04T13:32,56.73908,16.92859,start,,,,V,,10,48,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,705.1,BIAS_2022_SWE
Data,Record,101,2022-10-04T13:39,56.72301,16.92034,start,,,,V,,10,50,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,1341.4,BIAS_2022_SWE
Data,Record,102,2022-10-04T13:45,56.70699,16.91217,start,,,,V,,10,51,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,327.3,BIAS_2022_SWE
Data,Record,103,2022-10-04T13:52,56.69097,16.90395,start,,,,V,,10,52,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,122.8,BIAS_2022_SWE
Data,Record,104,2022-10-04T13:59,56.67488,16.89595,start,,,,V,,10,55,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,847.3,BIAS_2022_SWE
Data,Record,113,2022-10-04T17:01,56.58676,16.93184,start,,,,V,,10,70,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,172.5,BIAS_2022_SWE
Data,Record,114,2022-10-04T17:08,56.59156,16.90293,start,,,,V,,10,64,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,293.4,BIAS_2022_SWE
Data,Record,115,2022-10-04T17:15,56.59639,16.87405,start,,,,V,,10,59,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,368.7,BIAS_2022_SWE
Data,Record,116,2022-10-04T17:21,56.58755,16.85345,start,,,,V,,10,60,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,133.2,BIAS_2022_SWE
Data,Record,117,2022-10-04T17:28,56.57151,16.84539,start,,,,V,,10,61,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,52.2,BIAS_2022_SWE
Data,Record,118,2022-10-04T17:34,56.55556,16.83698,start,,,,V,,10,62,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,138.6,BIAS_2022_SWE
Data,Record,127,2022-10-04T20:19,56.51541,16.8839,start,,,,V,,10,70,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,186.7,BIAS_2022_SWE
Data,Record,128,2022-10-04T20:26,56.51051,16.85516,start,,,,V,,10,65,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,126.8,BIAS_2022_SWE
Data,Record,129,2022-10-04T20:33,56.50547,16.82644,start,,,,V,,10,59,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,231.3,BIAS_2022_SWE
Data,Record,130,2022-10-04T20:40,56.49518,16.80536,start,,,,V,,10,59,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,170.6,BIAS_2022_SWE
Data,Record,131,2022-10-04T20:47,56.47925,16.79662,start,,,,V,,10,61,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,298.6,BIAS_2022_SWE
Data,Record,132,2022-10-04T20:53,56.46327,16.78827,start,,,,V,,10,62,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,397.4,BIAS_2022_SWE
Data,Record,133,2022-10-04T21:00,56.44723,16.78021,start,,,,V,,10,64,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,484.6,BIAS_2022_SWE
Data,Record,134,2022-10-04T21:07,56.43118,16.77218,start,,,,V,,10,66,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,423.3,BIAS_2022_SWE
Data,Record,135,2022-10-04T21:14,56.41519,16.76385,start,,,,V,,10,66,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,488.7,BIAS_2022_SWE
Data,Record,143,2022-10-05T00:15,56.34094,16.74737,start,,,,V,,10,58,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,2017.8,BIAS_2022_SWE
Data,Record,144,2022-10-05T00:22,56.32557,16.73593,start,,,,V,,10,62,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,1658.9,BIAS_2022_SWE
Data,Record,145,2022-10-05T00:28,56.31018,16.72444,start,,,,V,,10,66,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,1961.5,BIAS_2022_SWE
Data,Record,146,2022-10-05T00:35,56.29479,16.71305,start,,,,V,,10,66,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,1482.1,BIAS_2022_SWE
Data,Record,147,2022-10-05T00:42,56.27943,16.70161,start,,,,V,,10,65,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,1036.5,BIAS_2022_SWE
Data,Record,148,2022-10-05T00:49,56.26401,16.69027,start,,,,V,,10,67,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,741.3,BIAS_2022_SWE
Data,Record,149,2022-10-05T00:56,56.24862,16.67878,start,,,,V,,10,69,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,1035.7,BIAS_2022_SWE
Data,Record,150,2022-10-05T01:03,56.23328,16.66732,start,,,,V,,10,68,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,912.8,BIAS_2022_SWE
Data,Record,151,2022-10-05T01:09,56.21785,16.65593,start,,,,V,,10,63,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,745.8,BIAS_2022_SWE
Data,Record,152,2022-10-05T01:16,56.2023,16.65847,start,,,,V,,10,57,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,990.9,BIAS_2022_SWE
Data,Record,153,2022-10-05T01:23,56.18928,16.67701,start,,,,V,,10,52,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,1551.5,BIAS_2022_SWE
Data,Record,154,2022-10-05T01:30,56.17646,16.696,start,,,,V,,10,47,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,1829.2,BIAS_2022_SWE
Data,Record,155,2022-10-05T01:37,56.16373,16.71521,start,,,,V,,10,44,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,1006.3,BIAS_2022_SWE
Data,Record,156,2022-10-05T01:43,56.15082,16.73409,start,,,,V,,10,46,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,460.6,BIAS_2022_SWE
Data,Record,157,2022-10-05T01:50,56.13765,16.75223,start,,,,V,,10,47,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,336.5,BIAS_2022_SWE
Data,Record,158,2022-10-05T01:57,56.1242,16.76974,start,,,,V,,10,46,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,501.8,BIAS_2022_SWE
Data,Record,159,2022-10-05T02:04,56.11083,16.78758,start,,,,V,,10,42,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,587,BIAS_2022_SWE
Data,Record,160,2022-10-05T02:11,56.09748,16.80533,start,,,,V,,10,40,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,387.8,BIAS_2022_SWE
Data,Record,161,2022-10-05T02:18,56.08413,16.82306,start,,,,V,,10,39,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,433.4,BIAS_2022_SWE
Data,Record,162,2022-10-05T02:24,56.07082,16.84089,start,,,,V,,10,41,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,413.3,BIAS_2022_SWE
Data,Record,163,2022-10-05T02:31,56.05766,16.85901,start,,,,V,,10,41,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,352.8,BIAS_2022_SWE
Data,Record,164,2022-10-05T02:38,56.04449,16.87718,start,,,,V,,10,43,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,569.2,BIAS_2022_SWE
Data,Record,165,2022-10-05T02:45,56.04003,16.90374,start,,,,V,,10,43,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,1006.6,BIAS_2022_SWE
Data,Record,166,2022-10-05T02:51,56.04046,16.93357,start,,,,V,,10,42,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,1049.7,BIAS_2022_SWE
Data,Record,167,2022-10-05T02:58,56.04104,16.96325,start,,,,V,,10,41,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,682.8,BIAS_2022_SWE
Data,Record,168,2022-10-05T03:04,56.04135,16.99301,start,,,,V,,10,37,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,482.9,BIAS_2022_SWE
Data,Record,169,2022-10-05T03:11,56.04153,17.02272,start,,,,V,,10,35,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,434.4,BIAS_2022_SWE
Data,Record,170,2022-10-05T03:17,56.0417,17.05245,start,,,,V,,10,35,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,412,BIAS_2022_SWE
Data,Record,171,2022-10-05T03:23,56.04176,17.08216,start,,,,V,,10,35,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,495.7,BIAS_2022_SWE
Data,Record,172,2022-10-05T03:30,56.04183,17.11187,start,,,,V,,10,35,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,560.4,BIAS_2022_SWE
Data,Record,173,2022-10-05T03:36,56.04193,17.1416,start,,,,V,,10,34,1,distance,nmi,-60,I1,C1,DA1,DP1,,MIX,,C,m2nmi-2,526.3,BIAS_2022_SWE
